Review,Size,Comfort,Features,star_rating
,"['39', '40', '41', '42', '43', '44', '45']",Leather,"Minimal detailing define a wardrobe-staple wine red loafer that is crafted from premium leather. The loafer for men by Woods is set on a low stacked heel and suitable for formal to semi-formal occasion.
Material :-
Leather",
,"['40', '41', '42', '43', '44', '45']",Lightweight Casual slip-on design,"Black comfortable pair of round toe slip-on shoes made out of high-quality leather. Lightweight and durable sole with moderate traction is ideal for walks through cities and parks.
Product features
Lightweight
Casual slip-on design",
,"['39', '40', '41', '42', '43', '44', '45']",Leather,"Soft luxurious leather gives a refined look to this monk-strap shoe crafted in a sophisticated silhouette. The black leather shoe for men is stacked on a short heel and also features a wingtip detail.
Material :-
Leather",
,"['43', '44', '45']",Leather Rubber Outsole Full Insole,"With a classic design, this pair of trendy and comfortable brown slip-on shoes will surely give you a sophisticated look and is crafted from soft leather. The slip-on shoes also feature a square-toe silhouette, arched low rubber outsole and heel support and with a full insole cushioned foot bed.
Product Features:
Leather
Rubber Outsole
Full Insole",
,"['41', '42', '43', '44', '45']",,"These Woods casual, comortable slip ons are the everyday wear which can be worn from desk to dusk. Work with tailored jackets and chinos to complete the look.",
,"['40', '41', '42', '43', '44', '45']",Leather,"Finished with a neatly notched penny strap and sleek apron toe, this business-ready leather loafer is designed from premium soft leather. The wine red loafer for men by Woods is set on a low stacked heel and has a soft cushioned foot bed.
Product Detail
Leather",
,"['39', '40', '41', '42', '43', '44', '45']",Leather,"Soft luxurious leather gives a refined look to this monk-strap shoe crafted in a sophisticated silhouette. The earthy yellow leather shoe for men is stacked on a short heel and also features a wingtip detail.
Material :-
Leather",
,"['39', '40', '41', '42', '43', '44', '45']",Leather,"Swingy tassels top this loafer crafted of fine leather and is set on a low stacked heel. The coffee loafer for men is perfect from semi-formal to casual occasion.
Material :-
Leather",
,"['42', '43', '44', '45']",Leather,"Furnished with a neatly notched penny strap and sleek pointed toe, this business-ready wine red loafer is designed from luxurious leather and is set on a low stacked heel.
Material:
Leather",
,"['39', '40', '41', '42', '43', '44', '45']",Leather,"Minimal detailing define a wardrobe-staple coffee loafer that is crafted from premium leather. The loafer for men by Woods is set on a low stacked heel and suitable for formal to semi-formal occasion.
Material :-
Leather",
,"['42', '43', '44', '45']",Leather Rubber Sole Insole,"Engineered from soft luxurious leather these black slip-on loafers are set on a low stacked heel and feature a penny loafer detail. The square-toe classic silhouette shoe has a rubber sole with a moderate tread on it and insole that makes for a cushioned foot bed. The relaxed fit loafers can also be paired with business outfits apart from a casual day out.
Product Features:
Leather
Rubber Sole
Insole",
,"['39', '40', '41', '42', '43', '44', '45']",Leather,"The simple slip-on style of this coffee leather shoe for men looks great with a suit, and is also perfect for work or formal occasion. The leather slip-on shoe is set on a low stacked heel and has stretchable side goring's.
Material :-
Leather",
,"['39', '40', '41', '42', '43', '44', '45']",Leather,"The simple slip-on style of this black leather shoe for men looks great with a suit, and is also perfect for work or formal occasion. The leather slip-on shoe is set on a low stacked heel and has stretchable side goring's.
Material :-
Leather",
,"['39', '40', '41', '42', '43', '44', '45']",Leather,"Classic black loafer for men is designed from premium soft leather and features an elegant pointed-toe silhouette and side goring's for ease of sliding in and out of the loafer. The loafer from Woods is set on durable outsole and is set on a low stacked heel.
Material :-
Leather",
,"['39', '40', '41', '42', '43', '44']",,"Brown forownmal wear loafers from Woods with a classic appeal. The shoes have been crafted out of superior quality leather, featuring EVA sole and a full insole the loafers offer comfortable long day wear.",
,"['43', '44', '45']",Leather Slip-on style Elastic goring,"Sleek brown formal shoes from Woods comes in a slip-on style. Crafted from soft luxurious leather the shoes features elastic side goring, a stacked low heel and a comfortable foot bed.
Product Features:
Leather
Slip-on style
Elastic goring",
,"['42', '43', '44', '45']",Leather,"Finished with a neatly notched penny strap and sleek apron toe, this business-ready leather loafer is designed from premium soft leather. The black loafer for men by Woods is set on a low stacked heel and has a soft cushioned foot bed.
Product Detail
Leather",
,,,,
,"['41', '42', '43', '44', '45']",Leather,"Look confident and professional in this leather penny loafer from Woods featuring cushioned foot bed that provides all-day cushioned comfort and flexibility. The square toe bordo loafer has subtle metal hardware on top that adds to the aesthetics.
Product Detail
Leather",
,,,,
,['44'],Leather Slip-on style Elastic goring,"Sleek black formal shoes from Woods comes in a slip-on style. Crafted from soft luxurious leather the shoes features elastic side goring, a stacked low heel and a comfortable foot bed.
Product Features:
Leather
Slip-on style
Elastic goring",
,"['41', '42', '43', '44', '45']",,Woods brings a pair of coffee coloured trendy loafers for men. Designed from high quality leather the slip-on have comfortable sole and these loafers are high on both comfort and style,
,"['41', '42', '43', '44', '45']",Leather Single monk strap,"Tan single monk-strap shoe is crafted from premium soft leather and features a polished buckle. The forma shoe offers a snug fit and adds sophistication when paired with tailored trousers and suits.
Product Features:
Leather
Single monk strap",
,"['43', '44']",Leather Square-toe,"Square toe black loafers crafted are from soft leather and has Woods branding on sides. Lightweight and durable sole with moderate traction is ideal for walks through cities and parks. The clean minimalist shoe is perfect for semi-formal meets.
Product Features:
Leather
Square-toe",
,"['42', '43', '44']",Leather Slip-on style Elastic goring,"Sleek black formal shoes from Woods comes in a slip-on style. Crafted from soft luxurious leather the shoes features elastic side goring, a stacked low heel and a comfortable foot bed.
Product Features:
Leather
Slip-on style
Elastic goring",
,"['41', '42', '43', '44']",Leather,"Intricate interwoven design makes this black leather loafer stand out from the regular footwear. Designed from premium leather the loafer for men by Woods is set on a low stacked heel and has tassel detail on top that adds to the aesthetics of the loafer.
Product Detail
Leather",
,"['42', '43', '44', '45']",Nubuck Slip-on Rubber outsole,"Wood's design offers superior comfort in the brown slip-on shoes built from high -quality soft leather. The shoe features a square toe, cushioned footbed, durable, and comfortable rubber outsole and arch support.
Product Features:
Nubuck
Slip-on
Rubber outsole",
,"['43', '44', '45']",Leather Double monk strap,"A dual-buckle monk strap and sharp cap toe adds to the sophisticated style of a handsome monk strap set on a low stacked heel. The slip-on black shoes pair well with tailored trousers for formal events.
Product Features:
Leather
Double monk strap",
,['43'],Low heel height Leather upper,"Crafted in smooth and durable leather these black formal shoes are comfortable and effortlessly stylish. Just slip them on and feel the comfort of quality and fine craftsmanship from Woods.
Product Features:
Low heel height
Leather upper",
,"['42', '43', '44', '45']",Leather,"A neatly notched penny strap and round toe distinguish a modern loafer crafted in soft leather by Woods. The loafer is set on a low stacked heel and features a tassel detail on top.
Product Detail
Leather",
,"['41', '42', '43', '44', '45']",Leather,"Neatly notched penny strap along with a buckle strap detail on top and round toe distinguishes a modern loafer crafted in soft leather by Woods. The loafer is set on a low stacked heel and features an interwoven leather detail
Product Detail
Leather",
,['44'],,"Smart and stylish, these twilight blue minimalist formal loafers for men are made from suede and are a must have from Woods. These slip-ons have a luxurious leather upper and a rubber sole that ensure comfort and durability.",
